Set,TestSet,Rep,Input,CorrOutput,PredOutput
equalFreq,testNewTemplates,5,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,5,CH AH1 N D,Y IY0,W AH0
equalFreq,testNewTemplates,5,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,5,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,5,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,5,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,5,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,5,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,5,V IH1 S T,L EY0,L EY0
equalFreq,testNewTemplates,5,JH AH1 F S,W AH0,W AH0
equalFreq,testNewTemplates,5,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,5,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,5,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,5,AH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,5,T AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,5,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,5,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,5,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,5,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,5,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,5,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,5,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,5,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,5,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,5,EY1 Z,W AH0,W AH0
equalFreq,testNewTemplates,5,Z AH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,5,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,5,K OW1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,5,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,5,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,5,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,5,EH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,5,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,5,UW1 S,W AH0,W AH0
equalFreq,testNewTemplates,5,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,5,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,5,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,5,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,5,CH UW1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,5,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,G IY1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,5,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,5,AH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,5,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,5,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,5,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,5,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,5,Z OW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,N UW1 L D,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,5,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,5,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,L IY1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,5,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,5,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,5,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,5,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,5,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,5,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,5,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,5,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,5,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,5,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,5,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,5,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,6,P EY1 S K,L EY0,L EY0
equalFreq,testNewTemplates,6,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,6,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,6,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,6,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,6,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,SH EH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,6,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,6,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,6,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,6,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,6,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,6,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,6,M UW1 P S,W AH0,?
equalFreq,testNewTemplates,6,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,6,IY1 S,W AH0,Y IY0
equalFreq,testNewTemplates,6,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,6,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,6,OW1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,6,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,6,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,6,IH1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,Z UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,Z OW1 S K,L EY0,?
equalFreq,testNewTemplates,6,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,6,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,6,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,6,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,6,JH EY1 S P,L EY0,L EY0
equalFreq,testNewTemplates,6,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,6,CH AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,B OW1 D Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,6,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,6,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,6,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,6,IY1 SH,W AH0,Y IY0
equalFreq,testNewTemplates,6,V IH1 S T,L EY0,L EY0
equalFreq,testNewTemplates,6,JH AH1 F S,W AH0,?
equalFreq,testNewTemplates,6,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,6,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,6,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,6,AH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,6,T AH1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,6,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,6,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,6,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,6,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,6,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,6,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,6,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,6,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,6,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,6,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,6,EY1 Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,Z AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,6,K OW1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,6,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,6,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,G AH1 M Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,6,EH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,6,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,6,UW1 S,W AH0,Y IY0
equalFreq,testNewTemplates,6,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,6,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,6,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,6,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,6,CH UW1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,6,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,G IY1 V Z,W AH0,Y IY0
equalFreq,testNewTemplates,6,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,6,AH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,6,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,6,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,6,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,6,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,6,Z OW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,N UW1 L D,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,6,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,6,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,L IY1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,6,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,6,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,6,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,6,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,6,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,6,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,6,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,6,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,6,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,6,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,6,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,6,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,7,P EY1 S K,L EY0,L EY0
equalFreq,testNewTemplates,7,IY1 F,L EY0,L EY0
equalFreq,testNewTemplates,7,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,7,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,7,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,7,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,SH EH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,7,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,7,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,7,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,7,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,7,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,7,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,7,M UW1 P S,W AH0,?
equalFreq,testNewTemplates,7,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,7,IY1 S,W AH0,W AH0
equalFreq,testNewTemplates,7,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,7,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,7,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,7,OW1 Z,W AH0,W AH0
equalFreq,testNewTemplates,7,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IH1 P,L EY0,L EY0
equalFreq,testNewTemplates,7,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,7,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,7,IH1 Z,W AH0,W AH0
equalFreq,testNewTemplates,7,Z UW1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,7,Z OW1 S K,L EY0,?
equalFreq,testNewTemplates,7,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,7,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,7,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,7,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,7,JH EY1 S P,L EY0,?
equalFreq,testNewTemplates,7,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,7,CH AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,7,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,7,S OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,7,P IY1 F S,W AH0,?
equalFreq,testNewTemplates,7,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,7,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,7,V IH1 S T,L EY0,?
equalFreq,testNewTemplates,7,JH AH1 F S,W AH0,?
equalFreq,testNewTemplates,7,UW1 K,L EY0,L EY0
equalFreq,testNewTemplates,7,T UW1 K S,W AH0,?
equalFreq,testNewTemplates,7,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,7,AH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,7,T AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,7,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,7,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,7,UW1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,7,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,7,IY1 K,L EY0,L EY0
equalFreq,testNewTemplates,7,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,7,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,7,OW1 F,L EY0,L EY0
equalFreq,testNewTemplates,7,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,7,IY1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,7,EY1 Z,W AH0,W AH0
equalFreq,testNewTemplates,7,Z AH1 Z M,Y IY0,W AH0
equalFreq,testNewTemplates,7,UH1 K,L EY0,L EY0
equalFreq,testNewTemplates,7,K OW1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,UW1 F,L EY0,L EY0
equalFreq,testNewTemplates,7,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,7,AH1 F,L EY0,L EY0
equalFreq,testNewTemplates,7,EH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,7,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,SH EH1 P S,W AH0,?
equalFreq,testNewTemplates,7,UW1 S,W AH0,W AH0
equalFreq,testNewTemplates,7,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,7,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,7,UH1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,7,JH UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,7,CH UW1 L B,Y IY0,W AH0
equalFreq,testNewTemplates,7,G UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,7,IH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,G IY1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,7,Z EH1 NG Z,W AH0,W AH0
equalFreq,testNewTemplates,7,AH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,7,IH1 K,L EY0,L EY0
equalFreq,testNewTemplates,7,AH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,7,P UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,S EY1 M P,L EY0,L EY0
equalFreq,testNewTemplates,7,UW1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IY1 JH,W AH0,W AH0
equalFreq,testNewTemplates,7,G AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,P IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,S UW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,7,Z OW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,N UW1 L D,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IY1 P,L EY0,L EY0
equalFreq,testNewTemplates,7,OW1 P,L EY0,L EY0
equalFreq,testNewTemplates,7,S AH1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,L IY1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,7,OW1 JH,W AH0,W AH0
equalFreq,testNewTemplates,7,D IY1 L B,Y IY0,Y IY0
equalFreq,testNewTemplates,7,AH1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,IH1 F,L EY0,L EY0
equalFreq,testNewTemplates,7,AH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,7,IH1 T,L EY0,L EY0
equalFreq,testNewTemplates,7,EY1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,7,UW1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,7,V OW1 M P,L EY0,L EY0
equalFreq,testNewTemplates,7,D IH1 M P,L EY0,L EY0
equalFreq,testNewTemplates,7,S IY1 F S,W AH0,?
equalFreq,testNewTemplates,7,IH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,7,B IY1 M F,L EY0,L EY0
equalFreq,testNewTemplates,8,P EY1 S K,L EY0,L EY0
equalFreq,testNewTemplates,8,IY1 F,L EY0,Y IY0
equalFreq,testNewTemplates,8,JH IY1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,8,SH OW1 N T,L EY0,L EY0
equalFreq,testNewTemplates,8,JH IH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,8,M AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,SH EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,UW1 SH,W AH0,W AH0
equalFreq,testNewTemplates,8,B UW1 F T,L EY0,L EY0
equalFreq,testNewTemplates,8,D UW1 L F,L EY0,L EY0
equalFreq,testNewTemplates,8,OW1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,8,IH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,8,T IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,8,IH1 V,Y IY0,Y IY0
equalFreq,testNewTemplates,8,M UW1 P S,W AH0,L EY0
equalFreq,testNewTemplates,8,EH1 P,L EY0,L EY0
equalFreq,testNewTemplates,8,IY1 S,W AH0,Y IY0
equalFreq,testNewTemplates,8,EY1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,8,G UW1 L T,L EY0,L EY0
equalFreq,testNewTemplates,8,IY1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,EY1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,8,OW1 Z,W AH0,W AH0
equalFreq,testNewTemplates,8,AH1 G,Y IY0,Y IY0
equalFreq,testNewTemplates,8,IH1 P,L EY0,Y IY0
equalFreq,testNewTemplates,8,UW1 N,Y IY0,Y IY0
equalFreq,testNewTemplates,8,M OW1 P T,L EY0,L EY0
equalFreq,testNewTemplates,8,IH1 Z,W AH0,W AH0
equalFreq,testNewTemplates,8,Z UW1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,Z OW1 S K,L EY0,?
equalFreq,testNewTemplates,8,IH1 JH,W AH0,W AH0
equalFreq,testNewTemplates,8,V UW1 N JH,W AH0,W AH0
equalFreq,testNewTemplates,8,Z EH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,EH1 T,L EY0,L EY0
equalFreq,testNewTemplates,8,AH1 M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,K IY1 G Z,W AH0,W AH0
equalFreq,testNewTemplates,8,EH1 SH,W AH0,W AH0
equalFreq,testNewTemplates,8,JH EY1 S P,L EY0,L EY0
equalFreq,testNewTemplates,8,EH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,M AH1 L JH,W AH0,W AH0
equalFreq,testNewTemplates,8,CH AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,B OW1 D Z,W AH0,W AH0
equalFreq,testNewTemplates,8,B UW1 S P,L EY0,L EY0
equalFreq,testNewTemplates,8,S OW1 D Z,W AH0,Y IY0
equalFreq,testNewTemplates,8,P IY1 F S,W AH0,L EY0
equalFreq,testNewTemplates,8,IY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,8,IY1 SH,W AH0,W AH0
equalFreq,testNewTemplates,8,V IH1 S T,L EY0,L EY0
equalFreq,testNewTemplates,8,JH AH1 F S,W AH0,?
equalFreq,testNewTemplates,8,UW1 K,L EY0,Y IY0
equalFreq,testNewTemplates,8,T UW1 K S,W AH0,L EY0
equalFreq,testNewTemplates,8,P EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,IH1 NG,Y IY0,Y IY0
equalFreq,testNewTemplates,8,AH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,8,T AH1 N D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,UW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,8,OW1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,8,JH AH1 N Z,W AH0,W AH0
equalFreq,testNewTemplates,8,UW1 T,L EY0,Y IY0
equalFreq,testNewTemplates,8,UH1 CH,W AH0,W AH0
equalFreq,testNewTemplates,8,Z AH1 NG K,L EY0,L EY0
equalFreq,testNewTemplates,8,IY1 K,L EY0,Y IY0
equalFreq,testNewTemplates,8,UH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,IH1 B,Y IY0,Y IY0
equalFreq,testNewTemplates,8,EY1 ZH,W AH0,W AH0
equalFreq,testNewTemplates,8,OW1 F,L EY0,Y IY0
equalFreq,testNewTemplates,8,AH1 D,Y IY0,Y IY0
equalFreq,testNewTemplates,8,EH1 K,L EY0,L EY0
equalFreq,testNewTemplates,8,IY1 T,L EY0,Y IY0
equalFreq,testNewTemplates,8,B EY1 S T,L EY0,L EY0
equalFreq,testNewTemplates,8,EY1 Z,W AH0,W AH0
equalFreq,testNewTemplates,8,Z AH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,UH1 K,L EY0,Y IY0
equalFreq,testNewTemplates,8,K OW1 N D,Y IY0,L EY0
equalFreq,testNewTemplates,8,UW1 F,L EY0,Y IY0
equalFreq,testNewTemplates,8,G IY1 L M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,G AH1 M Z,W AH0,W AH0
equalFreq,testNewTemplates,8,AH1 F,L EY0,Y IY0
equalFreq,testNewTemplates,8,EH1 CH,W AH0,Y IY0
equalFreq,testNewTemplates,8,T EH1 Z M,Y IY0,Y IY0
equalFreq,testNewTemplates,8,SH EH1 P S,W AH0,L EY0
equalFreq,testNewTemplates,8,UW1 S,W AH0,Y IY0
equalFreq,testNewTemplates,8,M IY1 F T,L EY0,L EY0
equalFreq,testNewTemplates,8,K IY1 P T,L EY0,L EY0
equalFreq,testNewTemplates,8,UH1 T,L EY0,Y IY0
equalFreq,testNewTemplates,8,JH IH1 V Z,W AH0,W AH0
equalFreq,testNewTemplates,8,JH UW1 N JH,W AH0,W AH0
